address,actual_label
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11136.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3490.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5703.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11766.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7717.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11736.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.4880.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.901.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.2453.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3546.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3039.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.2995.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2618.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7652.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.1956.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2875.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3446.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3017.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.8053.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.1350.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.4326.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5608.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6200.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11820.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5224.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5288.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1963.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6121.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8644.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5856.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10792.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.2021.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5646.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7267.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4223.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8190.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5969.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7804.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5341.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.12450.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.12035.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3721.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8829.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5955.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5121.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4253.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7153.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2314.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.8773.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6827.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7792.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2888.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3808.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7275.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1856.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.4620.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7167.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10295.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7084.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1741.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1881.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.12430.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6228.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7575.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3108.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11702.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8388.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.4071.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8686.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10467.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10894.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.2822.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6297.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6554.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.540.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5164.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11017.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7605.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.466.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5552.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10999.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3107.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.18.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.9569.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1420.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10000.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.8811.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.12153.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10552.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.8545.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.4641.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2152.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11061.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5714.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5499.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4190.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5576.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.4958.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11833.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.377.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10532.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2716.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4354.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.8392.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.1907.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10826.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4136.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3268.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7119.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.2903.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10703.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6933.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.12006.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11104.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6428.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6708.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4226.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.1767.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.12123.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5628.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.433.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10496.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.12347.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.8196.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5281.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.9186.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10099.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10981.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.733.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11279.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.130.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6118.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11772.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8783.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10815.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5752.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1511.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3077.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7759.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8929.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.1612.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11768.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.828.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11090.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10078.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.949.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.516.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10926.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11698.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10547.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10473.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5253.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10757.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4214.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5152.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.7943.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7765.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.7603.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2747.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3862.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6295.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.7018.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3286.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5882.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10404.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.12386.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3878.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.7166.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6937.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.645.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6714.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3259.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5465.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.8804.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4888.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.609.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2160.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6966.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.1453.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3984.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.9443.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10490.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6798.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5197.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3915.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.904.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.466.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11322.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.10079.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4170.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3275.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11380.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5878.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.388.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3326.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.2841.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11897.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3578.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3761.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6598.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6343.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1448.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3663.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3131.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.7862.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.2993.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1810.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.8996.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.3435.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2637.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.7375.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5818.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5853.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8029.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.3964.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6449.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.9205.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6971.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.7418.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.9772.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.6782.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5442.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.6101.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11382.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5315.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.4323.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.8582.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10626.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.5359.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2261.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.10230.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.11357.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.11276.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.5729.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/dog.2627.jpg,dog
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.2452.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.1307.jpg,cat
/kaggle/input/d/tr1ck5t3r/dogs-vs-cats/data/cat.7442.jpg,cat
